baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-sifra,baseOrder,grp-ref-mek,dam-lev,jac,id
ref-mek.7.10.1.43-ref-mek.7.10.1.58,ref-sifra.12.4-00.2.3-ref-sifra.12.4-00.2.14,319878,319953,ref-mek.7.10.1.43,ref-mek.7.10.1.58,546517,546579,ref-sifra.12.4-00.2.3,ref-sifra.12.4-00.2.14,ונאמר להלן שור מה שור האמור בסיני עשה בו כל בהמה כשור אף שור האמור כאן ,אף בפסול זמן נאמר כאן חילול ונאמר להלן חילול מה חילול שנאמר ,16,12,646,646.0,638,617.0,0.7464788732394366,0.6428571428571428,3040000495
ref-mek.7.10.1.38-ref-mek.7.10.1.61,ref-sifra.12.12-17.5.24-ref-sifra.12.12-17.5.46,319856,319968,ref-mek.7.10.1.38,ref-mek.7.10.1.61,598132,598254,ref-sifra.12.12-17.5.24,ref-sifra.12.12-17.5.46,הריני דן נאמר כאן שור ונאמר להלן שור מה שור האמור בסיני עשה בו כל בהמה כשור אף שור האמור כאן דין הוא שנעשה ,הריני דן נאמר כאן שבעה' ונאמר שבעה' באהל מועד מה שבעה' האמור באהל מועד עשה בהן לילות כימים אף שבעה' האמורים כאן נעשה ,24,23,745,745.0,622,617.0,0.4700854700854701,0.4375,3040000496
ref-mek.7.10.1.35-ref-mek.7.10.1.58,ref-sifra.12.13-18.5.4-ref-sifra.12.13-18.5.25,319840,319953,ref-mek.7.10.1.35,ref-mek.7.10.1.58,605436,605550,ref-sifra.12.13-18.5.4,ref-sifra.12.13-18.5.25,כל הבהמה כשור הריני דן נאמר כאן שור ונאמר להלן שור מה שור האמור בסיני עשה בו כל בהמה כשור אף שור האמור כאן ,יכול מערכה אחת הריני דן נאמר כאן מערכת ונאמר להלן מערכת מה מערכת האמור להלן תופס שתים מערכות אף מערכת האמור כאן ,24,22,751,751.0,618,617.0,0.4107142857142857,0.631578947368421,3040000497
ref-mek.7.10.1.43-ref-mek.7.10.1.58,ref-sifra.14.3-00.3.58-ref-sifra.14.3-00.3.83,319878,319953,ref-mek.7.10.1.43,ref-mek.7.10.1.58,667107,667230,ref-sifra.14.3-00.3.58,ref-sifra.14.3-00.3.83,ונאמר להלן שור מה שור האמור בסיני עשה בו כל בהמה כשור אף שור האמור כאן ,ונאמר להלן נדר מה נדר האמור כאן כי יפליא אף נדר האמור להלן כי יפליא ומה נדר האמור להלן בל תאחר לשלמו אף נדר האמור כאן ,16,26,836,833.0,639,617.0,0.5423728813559322,0.5,3040000498
ref-mek.7.10.1.119-ref-mek.7.10.1.136,ref-sifra.3.3-00.5.2-ref-sifra.3.3-00.5.14,320266,320346,ref-mek.7.10.1.119,ref-mek.7.10.1.136,98077,98147,ref-sifra.3.3-00.5.2,ref-sifra.3.3-00.5.14,נאמר כאן איש או אשה ונאמר להלן איש או אשה מה להלן עשה כל המיתות כנגיחה אף כאן ,נאמרה כאן לקיחה' ונאמרה להלן לקיחה' מה לקיחה' אמורה להלן בכלי אף כאן ,18,13,103,98.0,642,642.0,0.5384615384615384,0.5833333333333333,3040000499
ref-mek.7.10.1.124-ref-mek.7.10.1.139,ref-sifra.5.3-05.3.7-ref-sifra.5.3-05.3.23,320286,320361,ref-mek.7.10.1.124,ref-mek.7.10.1.139,271400,271477,ref-sifra.5.3-05.3.7,ref-sifra.5.3-05.3.23,ונאמר להלן איש או אשה מה להלן עשה כל המיתות כנגיחה אף כאן דין הוא שנעשה ,ונאמר להלן איה' מה איה האמור להלן עשה את הדאה מין איה אף איה האמור כאן עשה ,16,17,275,271.0,644,642.0,0.44,0.5714285714285714,3040000500
ref-mek.7.10.1.124-ref-mek.7.10.1.136,ref-sifra.12.3-03.11.79-ref-sifra.12.3-03.11.88,320286,320346,ref-mek.7.10.1.124,ref-mek.7.10.1.136,545742,545792,ref-sifra.12.3-03.11.79,ref-sifra.12.3-03.11.88,ונאמר להלן איש או אשה מה להלן עשה כל המיתות כנגיחה אף כאן ,ונאמר להלן חילול מה חילול שנאמר להלן מיתה אף כאן ,13,10,644,639.0,643,642.0,0.46551724137931033,0.6666666666666667,3040000501
ref-mek.7.10.1.203-ref-mek.7.10.1.216,ref-sifra.3.3-00.5.2-ref-sifra.3.3-00.5.14,320704,320768,ref-mek.7.10.1.203,ref-mek.7.10.1.216,98077,98147,ref-sifra.3.3-00.5.2,ref-sifra.3.3-00.5.14,נאמר כאן יגח ונאמר להלן יגח מה להלן עשה בו קטנים כגדולים אף כאן ,נאמרה כאן לקיחה' ונאמרה להלן לקיחה' מה לקיחה' אמורה להלן בכלי אף כאן ,14,13,104,98.0,645,645.0,0.4782608695652174,0.5454545454545454,3040000502
ref-mek.7.10.1.206-ref-mek.7.10.1.217,ref-sifra.5.3-05.3.7-ref-sifra.5.3-05.3.23,320717,320772,ref-mek.7.10.1.206,ref-mek.7.10.1.217,271400,271477,ref-sifra.5.3-05.3.7,ref-sifra.5.3-05.3.23,ונאמר להלן יגח מה להלן עשה בו קטנים כגדולים אף כאן עשה ,ונאמר להלן איה' מה איה האמור להלן עשה את הדאה מין איה אף איה האמור כאן עשה ,12,17,276,271.0,650,645.0,0.4666666666666667,0.5833333333333333,3040000503
ref-mek.7.10.1.203-ref-mek.7.10.1.217,ref-sifra.11.2-05.6.9-ref-sifra.11.2-05.6.26,320704,320772,ref-mek.7.10.1.203,ref-mek.7.10.1.217,497917,497999,ref-sifra.11.2-05.6.9,ref-sifra.11.2-05.6.26,איל אשם נאמר כאן איל אשם ונאמר להלן איל אשם מה איל האמור להלן בכסף שקלים אף כאן,איל אשם נאמר כאן איל אשם ונאמר להלן איל אשם מה איל האמור להלן בכסף שקלים אף כאן,15,17,465,465.0,648,648.0,0.0,0.0,3040000504
ref-mek.7.10.1.203-ref-mek.7.10.1.216,ref-sifra.11.4-11.1.31-ref-sifra.11.4-11.1.43,320704,320768,ref-mek.7.10.1.203,ref-mek.7.10.1.216,518626,518693,ref-sifra.11.4-11.1.31,ref-sifra.11.4-11.1.43,נאמר כאן יגח ונאמר להלן יגח מה להלן עשה בו קטנים כגדולים אף כאן ,נאמר כאן הריגה ונאמר להלן הריגה מה הריגה האמורה להלן סקילה אף כאן ,14,13,580,572.0,646,645.0,0.4090909090909091,0.5454545454545454,3040000505
ref-mek.7.10.1.203-ref-mek.7.10.1.216,ref-sifra.12.4-00.2.6-ref-sifra.12.4-00.2.18,320704,320768,ref-mek.7.10.1.203,ref-mek.7.10.1.216,546531,546595,ref-sifra.12.4-00.2.6,ref-sifra.12.4-00.2.18,נאמר כאן יגח ונאמר להלן יגח מה להלן עשה בו קטנים כגדולים אף כאן ,נאמר כאן חילול ונאמר להלן חילול מה חילול שנאמר להלן זמן אף כאן ,14,13,654,646.0,647,645.0,0.453125,0.5833333333333333,3040000506
ref-mek.7.10.1.301-ref-mek.7.10.1.315,ref-sifra.5.3-05.3.7-ref-sifra.5.3-05.3.23,321231,321306,ref-mek.7.10.1.301,ref-mek.7.10.1.315,271400,271477,ref-sifra.5.3-05.3.7,ref-sifra.5.3-05.3.23,ונאמר להלן יגח מה להלן עשה בו קטנים כגדולים בנהרגים אף כאן דין הוא שנעשה ,ונאמר להלן איה' מה איה האמור להלן עשה את הדאה מין איה אף איה האמור כאן עשה ,15,17,277,271.0,651,651.0,0.5733333333333334,0.5714285714285714,3040000507
ref-mek.7.10.1.485-ref-mek.7.10.1.490,ref-sifra.4.8-13.5.105-ref-sifra.4.8-13.5.109,322206,322248,ref-mek.7.10.1.485,ref-mek.7.10.1.490,205751,205789,ref-sifra.4.8-13.5.105,ref-sifra.4.8-13.5.109,פרים הנשרפים ושעירים הנשרפים שהן באין ,פרים הנשרפים ושעירים הנשרפין שאינם ,6,5,217,217.0,654,652.0,0.18421052631578946,0.4,3040000508
ref-mek.7.10.1.483-ref-mek.7.10.1.490,ref-sifra.4.29.16.16-ref-sifra.4.29.16.22,322198,322248,ref-mek.7.10.1.483,ref-mek.7.10.1.490,230007,230055,ref-sifra.4.29.16.16,ref-sifra.4.29.16.22,אומר מה פרים הנשרפים ושעירים הנשרפים שהן באין ,אומר פרים הנשרפין ושעירים הנשרפין הואיל ואין ,8,7,228,228.0,652,652.0,0.2391304347826087,0.33333333333333337,3040000509
ref-mek.7.10.1.484-ref-mek.7.10.1.488,ref-sifra.14.4-00.4.31-ref-sifra.14.4-00.4.37,322203,322237,ref-mek.7.10.1.484,ref-mek.7.10.1.488,674092,674133,ref-sifra.14.4-00.4.31,ref-sifra.14.4-00.4.37,מה פרים הנשרפים ושעירים הנשרפים ,מה יש לנו פרים הנשרפים ושעירים הנשרפים ,5,7,844,844.0,653,652.0,0.1794871794871795,0.4,3040000510
ref-mek.7.10.2.237-ref-mek.7.10.2.244,ref-sifra.1.2.95-ref-sifra.1.2.106,325014,325062,ref-mek.7.10.2.237,ref-mek.7.10.2.244,488,555,ref-sifra.1.2.95,ref-sifra.1.2.106,בכלל ויצא לידון בדבר חדש והחזירו הכתוב לכללו ,הכלל לידון בדבר חדש אי אתה יכול להחזירו לכללו עד שיחזירנו הכתוב ,8,12,9,9.0,655,655.0,0.578125,0.4545454545454546,3040000511
ref-mek.7.10.2.237-ref-mek.7.10.2.244,ref-sifra.1.14.7-ref-sifra.1.14.19,325014,325062,ref-mek.7.10.2.237,ref-mek.7.10.2.244,3424,3498,ref-sifra.1.14.7,ref-sifra.1.14.19,בכלל ויצא לידון בדבר חדש והחזירו הכתוב לכללו ,הכלל לידון בדבר חדש ואי אתה יכל להחזירו לכללו עד שיחזירנו הכתוב לכללו ,8,13,35,35.0,656,655.0,0.5142857142857142,0.4545454545454546,3040000512
ref-mek.7.10.2.238-ref-mek.7.10.2.244,ref-sifra.2.14-19.4.84-ref-sifra.2.14-19.4.90,325019,325062,ref-mek.7.10.2.238,ref-mek.7.10.2.244,80197,80239,ref-sifra.2.14-19.4.84,ref-sifra.2.14-19.4.90,ויצא לידון בדבר חדש והחזירו הכתוב לכללו ,שיצא לדון בדבר החדש החזירו הכתוב לכללו ,7,7,94,93.0,657,655.0,0.1,0.25,3040000513
ref-mek.7.10.2.269-ref-mek.7.10.2.279,ref-sifra.11.4-10.8.78-ref-sifra.11.4-10.8.97,325196,325253,ref-mek.7.10.2.269,ref-mek.7.10.2.279,514923,515033,ref-sifra.11.4-10.8.78,ref-sifra.11.4-10.8.97,מיתה בידי שמים ונאמרה מיתה בידי אדם מה מיתה האמורה בידי שמים מיתה שאין בה רושם אף מיתה האמורה בידי אדם,מיתה בידי שמים ונאמרה מיתה בידי אדם מה מיתה האמורה בידי שמים מיתה שאין בה רושם אף מיתה האמורה בידי אדם,7,12,536,536.0,658,658.0,0.0,0.0,3040000514
ref-mek.7.10.2.293-ref-mek.7.10.2.317,ref-sifra.11.4-10.8.78-ref-sifra.11.4-10.8.103,325317,325450,ref-mek.7.10.2.293,ref-mek.7.10.2.317,514923,515057,ref-sifra.11.4-10.8.78,ref-sifra.11.4-10.8.103,מיתה בידי שמים ונאמרה מיתה בידי אדם מה מיתה האמורה בידי שמים מיתה שאין בה רושם אף מיתה האמורה בידי אדם מיתה שאין בה רושם מיכן,מיתה בידי שמים ונאמרה מיתה בידי אדם מה מיתה האמורה בידי שמים מיתה שאין בה רושם אף מיתה האמורה בידי אדם מיתה שאין בה רושם מיכן,21,12,537,537.0,660,660.0,0.0,0.0,3040000515
ref-mek.7.10.3.39-ref-mek.7.10.3.46,ref-sifra.14.5-12.7.12-ref-sifra.14.5-12.7.41,325772,325805,ref-mek.7.10.3.39,ref-mek.7.10.3.46,682419,682566,ref-sifra.14.5-12.7.12,ref-sifra.14.5-12.7.41,חרם אשר יחרם מן האדם לא יפדה מות ,חרם לא יפדה אין לי אלא מחויבי מיתות החמורות מחויבי מיתות הקלות מנין תלמוד לומר כל חרם לא יפדה יכול עד שלא נגמר דינו תלמוד לומר אשר יחרם מן האדם ,8,30,848,848.0,662,662.0,0.8055555555555556,0.7058823529411764,3040000516
ref-mek.7.10.3.150-ref-mek.7.10.3.164,ref-sifra.11.2-05.2.18-ref-sifra.11.2-05.2.33,326338,326410,ref-mek.7.10.3.150,ref-mek.7.10.3.164,496882,496966,ref-sifra.11.2-05.2.18,ref-sifra.11.2-05.2.33,פדיון ויש שאין להן פדיון אומות אין להן פדיון תלמוד לומר אח לא פדה יפדה ,תלמוד לומר והפדה אי והפדה יכול כולה תלמוד לומר לא נפדתה הא כיצד פדויה ואינה פדויה ,15,16,458,458.0,663,663.0,0.6707317073170732,0.6666666666666667,3040000517
ref-mek.7.11.1.28-ref-mek.7.11.1.61,ref-sifra.11.4-00.6.15-ref-sifra.11.4-00.6.26,326740,326891,ref-mek.7.11.1.28,ref-mek.7.11.1.61,509599,509662,ref-sifra.11.4-00.6.15,ref-sifra.11.4-00.6.26,ובתו באש אין לי אלא בנו ובתו בן בנו ובן בתו מנין תלמוד לומר,ובתו באש אין לי אלא בנו ובתו בן בנו ובן בתו מנין תלמוד לומר,36,14,499,499.0,664,664.0,0.0,0.0,3040000518
ref-mek.7.11.2.112-ref-mek.7.11.2.119,ref-sifra.1.2.95-ref-sifra.1.2.106,327542,327590,ref-mek.7.11.2.112,ref-mek.7.11.2.119,488,555,ref-sifra.1.2.95,ref-sifra.1.2.106,בכלל ויצא לידון בדבר חדש והחזירו הכתוב לכללו ,הכלל לידון בדבר חדש אי אתה יכול להחזירו לכללו עד שיחזירנו הכתוב ,8,12,10,9.0,667,666.0,0.578125,0.4545454545454546,3040000519
ref-mek.7.11.2.112-ref-mek.7.11.2.119,ref-sifra.1.14.7-ref-sifra.1.14.19,327542,327590,ref-mek.7.11.2.112,ref-mek.7.11.2.119,3424,3498,ref-sifra.1.14.7,ref-sifra.1.14.19,בכלל ויצא לידון בדבר חדש והחזירו הכתוב לכללו ,הכלל לידון בדבר חדש ואי אתה יכל להחזירו לכללו עד שיחזירנו הכתוב לכללו ,8,13,36,35.0,668,666.0,0.5142857142857142,0.4545454545454546,3040000520
ref-mek.7.11.2.110-ref-mek.7.11.2.119,ref-sifra.2.14-19.4.82-ref-sifra.2.14-19.4.90,327533,327590,ref-mek.7.11.2.110,ref-mek.7.11.2.119,80188,80239,ref-sifra.2.14-19.4.82,ref-sifra.2.14-19.4.90,נאמר היה בכלל ויצא לידון בדבר חדש והחזירו הכתוב לכללו ,אמרו לפי שיצא לדון בדבר החדש החזירו הכתוב לכללו ,10,9,93,93.0,666,666.0,0.24074074074074073,0.30000000000000004,3040000521
ref-mek.7.11.4.18-ref-mek.7.11.4.34,ref-sifra.11.2-05.6.15-ref-sifra.11.2-05.6.27,329794,329867,ref-mek.7.11.4.18,ref-mek.7.11.4.34,497942,498005,ref-sifra.11.2-05.6.15,ref-sifra.11.2-05.6.27,ונאמר להלן והמת יהיה לו מה להלן בהמה אף כאן בהמה מה כאן כסף אף להלן כסף ,ונאמר להלן איל אשם מה איל האמור להלן בכסף שקלים אף כאן בכסף ,17,13,481,461.0,670,669.0,0.5555555555555556,0.6666666666666667,3040000522
ref-mek.7.11.4.18-ref-mek.7.11.4.29,ref-sifra.12.4-00.2.9-ref-sifra.12.4-00.2.20,329794,329847,ref-mek.7.11.4.18,ref-mek.7.11.4.29,546546,546604,ref-sifra.12.4-00.2.9,ref-sifra.12.4-00.2.20,ונאמר להלן והמת יהיה לו מה להלן בהמה אף כאן בהמה מה ,ונאמר להלן חילול מה חילול שנאמר להלן זמן אף כאן זמן ומה ,12,12,660,646.0,669,669.0,0.375,0.4444444444444444,3040000523
ref-mek.7.12.2.40-ref-mek.7.12.2.56,ref-sifra.11.2-05.6.15-ref-sifra.11.2-05.6.27,331409,331486,ref-mek.7.12.2.40,ref-mek.7.12.2.56,497942,498005,ref-sifra.11.2-05.6.15,ref-sifra.11.2-05.6.27,ונאמר להלן והמת יהיה לו מה להלן בבהמה אף כאן בבהמה מה כאן כסף אף להלן כסף ,ונאמר להלן איל אשם מה איל האמור להלן בכסף שקלים אף כאן בכסף ,17,13,482,461.0,672,671.0,0.5675675675675675,0.6666666666666667,3040000524
ref-mek.7.12.2.40-ref-mek.7.12.2.51,ref-sifra.12.4-00.2.9-ref-sifra.12.4-00.2.20,331409,331466,ref-mek.7.12.2.40,ref-mek.7.12.2.51,546546,546604,ref-sifra.12.4-00.2.9,ref-sifra.12.4-00.2.20,ונאמר להלן והמת יהיה לו מה להלן בבהמה אף כאן בבהמה מה ,ונאמר להלן חילול מה חילול שנאמר להלן זמן אף כאן זמן ומה ,12,12,661,646.0,671,671.0,0.4107142857142857,0.6,3040000525
ref-mek.7.12.2.132-ref-mek.7.12.2.142,ref-sifra.11.4-11.10.71-ref-sifra.11.4-11.10.80,331847,331906,ref-mek.7.12.2.132,ref-mek.7.12.2.142,521834,521891,ref-sifra.11.4-11.10.71,ref-sifra.11.4-11.10.80,ענשת מן הדין לכך נאמר או מכרו ללמדך שאין עונשין מן הדין ,ענשת מן הדין לכך נאמר אחותו ללמדך שאין עונשין מן הדין ,12,11,595,594.0,673,673.0,0.08928571428571429,0.19999999999999996,3040000526
ref-mek.7.12.2.133-ref-mek.7.12.2.142,ref-sifra.11.4-11.12.87-ref-sifra.11.4-11.12.95,331852,331906,ref-mek.7.12.2.133,ref-mek.7.12.2.142,522460,522513,ref-sifra.11.4-11.12.87,ref-sifra.11.4-11.12.95,מן הדין לכך נאמר או מכרו ללמדך שאין עונשין מן הדין ,מן הדין לכך נאמר אחותך ללמדך שאין מזהירין מן הדין ,11,10,601,600.0,674,673.0,0.21568627450980393,0.4,3040000527
ref-mek.7.12.2.201-ref-mek.7.12.2.207,ref-sifra.11.2-00.2.7-ref-sifra.11.2-00.2.19,332210,332252,ref-mek.7.12.2.201,ref-mek.7.12.2.207,490855,490921,ref-sifra.11.2-00.2.7,ref-sifra.11.2-00.2.19,גנבן ושחטן בחוץ משלם תשלומי ארבעה וחמשה ,תגנובו על מנת לשלם תשלומי כפל ולא על מנת לשלם תשלומי ארבעה וחמשה ,7,13,450,450.0,675,675.0,0.5076923076923077,0.6666666666666667,3040000528
ref-mek.7.12.2.346-ref-mek.7.12.2.356,ref-sifra.2.12-14.6.12-ref-sifra.2.12-14.6.24,332973,333030,ref-mek.7.12.2.346,ref-mek.7.12.2.356,64476,64543,ref-sifra.2.12-14.6.12,ref-sifra.2.12-14.6.24,שהיא קריבה על גבי מזבח תאמר בחיה שאינה קריבה לגבי מזבח ,שהוא קרב עם כל הזבחים ואל תוכיח לבונה שאינה קריבה עם כל הזבחים ,11,13,89,89.0,676,676.0,0.4603174603174603,0.6666666666666667,3040000529
ref-mek.7.13.3.180-ref-mek.7.13.3.187,ref-sifra.14.1-00.1.27-ref-sifra.14.1-00.1.58,335945,335982,ref-mek.7.13.3.180,ref-mek.7.13.3.187,643924,643994,ref-sifra.14.1-00.1.27,ref-sifra.14.1-00.1.58,בידן שנאמר מי יתן והיה לבבם זה להם ,ידי ואומר                      וכן הוא אומר מי יתן והיה לבבם זה להם ,8,32,819,819.0,677,677.0,0.5441176470588235,0.5555555555555556,3040000530
ref-mek.7.15.1.145-ref-mek.7.15.1.154,ref-sifra.3.13-00.9.31-ref-sifra.3.13-00.10.4,340531,340585,ref-mek.7.15.1.145,ref-mek.7.15.1.154,158669,158756,ref-sifra.3.13-00.9.31,ref-sifra.3.13-00.10.4,ישלם הגנב משלם תשלומי כפל הגזלן אינו משלם תשלומי כפל ,שישלם תשלומי כפל תלמוד לומר   אותו הוא משלם ואינו משלם תשלומי כפל אוציא את תשלומי כפל ,10,18,164,164.0,680,678.0,0.5697674418604651,0.6363636363636364,3040000531
ref-mek.7.15.1.138-ref-mek.7.15.1.153,ref-sifra.11.2-00.2.7-ref-sifra.11.2-00.2.32,340494,340581,ref-mek.7.15.1.138,ref-mek.7.15.1.153,490855,490977,ref-sifra.11.2-00.2.7,ref-sifra.11.2-00.2.32,כפל ולא על מנת לשלם תשלומי ארבעה וחמשה בן בג בג אומר לא תגנוב את שלך מאחר הגנב שלא תראה גונב,תגנובו על מנת לשלם תשלומי כפל ולא על מנת לשלם תשלומי ארבעה וחמשה בן בג בג אומר לא תגנוב את שלך מאחר הגנב שלא תראה גונב,16,22,451,451.0,678,678.0,0.22033898305084745,0.0,3040000532
ref-mek.7.15.2.108-ref-mek.7.15.2.118,ref-sifra.12.4-00.2.9-ref-sifra.12.4-00.2.20,341495,341545,ref-mek.7.15.2.108,ref-mek.7.15.2.118,546546,546604,ref-sifra.12.4-00.2.9,ref-sifra.12.4-00.2.20,ונאמר להלן שליחת יד מה להלן שבועה אף כאן שבועה מה ,ונאמר להלן חילול מה חילול שנאמר להלן זמן אף כאן זמן ומה ,11,12,662,646.0,681,681.0,0.4642857142857143,0.6363636363636364,3040000533
ref-mek.7.15.2.217-ref-mek.7.15.2.249,ref-sifra.1.2.18-ref-sifra.1.2.56,341996,342148,ref-mek.7.15.2.217,ref-mek.7.15.2.249,112,302,ref-sifra.1.2.18,ref-sifra.1.2.56,מכלל ופרט מפרט וכלל מכלל ופרט וכלל אי אתה דן אלא כעין הפרט מכלל שהוא צריך לפרט ומפרט שהוא צריך לכלל כל דבר שהיה בכלל ויצא מן הכלל ללמד לא ללמד על עצמו יצא אלא ללמד על הכלל כולו,מכלל ופרט מפרט וכלל מכלל ופרט וכלל אי אתה דן אלא כעין הפרט מכלל שהוא צריך לפרט ומפרט שהוא צריך לכלל כל דבר שהיה בכלל ויצא מן הכלל ללמד לא ללמד על עצמו יצא אלא ללמד על הכלל כולו,33,39,7,1.0,687,687.0,0.0,0.0,3040000534
ref-mek.7.15.2.217-ref-mek.7.15.2.222,ref-sifra.1.7.11-ref-sifra.1.7.16,341996,342032,ref-mek.7.15.2.217,ref-mek.7.15.2.222,1640,1677,ref-sifra.1.7.11,ref-sifra.1.7.16,פרט כלל ופרט אין בכלל אלא מה שבפרט ,פרט כלל ופרט' אין בכלל אלא מה שבפרט ,8,8,17,15.0,682,682.0,0.027777777777777776,0.16666666666666663,3040000535
ref-mek.7.15.2.218-ref-mek.7.15.2.249,ref-sifra.1.9.18-ref-sifra.1.9.31,342000,342148,ref-mek.7.15.2.218,ref-mek.7.15.2.249,1885,1951,ref-sifra.1.9.18,ref-sifra.1.9.31,אשר תשאלך נפשך חזר וכלל כלל ופרט וכלל' אי אתה דן אלא כעין הפרט,אשר תשאלך נפשך חזר וכלל כלל ופרט וכלל' אי אתה דן אלא כעין הפרט,32,14,27,27.0,688,688.0,0.0,0.0,3040000536
ref-mek.7.15.2.217-ref-mek.7.15.2.222,ref-sifra.10.8-13.14.21-ref-sifra.10.8-13.14.26,341996,342032,ref-mek.7.15.2.217,ref-mek.7.15.2.222,480612,480648,ref-sifra.10.8-13.14.21,ref-sifra.10.8-13.14.26,פרט כלל ופרט אין בכלל אלא מה שבפרט ,פרט כלל ופרט אין בכלל אלא מה שבפרט ,8,8,427,423.0,683,682.0,0.0,0.0,3040000537
ref-mek.7.15.2.217-ref-mek.7.15.2.222,ref-sifra.10.8-13.14.95-ref-sifra.10.8-13.14.100,341996,342032,ref-mek.7.15.2.217,ref-mek.7.15.2.222,480978,481014,ref-sifra.10.8-13.14.95,ref-sifra.10.8-13.14.100,פרט כלל ופרט אין בכלל אלא מה שבפרט ,פרט כלל ופרט אין בכלל אלא מה שבפרט ,8,8,430,430.0,684,684.0,0.0,0.0,3040000538
ref-mek.7.15.2.217-ref-mek.7.15.2.222,ref-sifra.10.8-13.14.103-ref-sifra.10.8-13.14.108,341996,342032,ref-mek.7.15.2.217,ref-mek.7.15.2.222,481015,481051,ref-sifra.10.8-13.14.103,ref-sifra.10.8-13.14.108,פרט כלל ופרט אין בכלל אלא מה שבפרט ,פרט כלל ופרט אין בכלל אלא מה שבפרט ,8,8,433,433.0,685,684.0,0.0,0.0,3040000539
ref-mek.7.15.2.217-ref-mek.7.15.2.222,ref-sifra.10.8-13.14.121-ref-sifra.10.8-13.14.126,341996,342032,ref-mek.7.15.2.217,ref-mek.7.15.2.222,481094,481130,ref-sifra.10.8-13.14.121,ref-sifra.10.8-13.14.126,פרט כלל ופרט אין בכלל אלא מה שבפרט ,פרט כלל ופרט אין בכלל אלא מה שבפרט ,8,8,436,436.0,686,684.0,0.0,0.0,3040000540
ref-mek.7.16.1.1-ref-mek.7.16.1.9,ref-sifra.1.8.4-ref-sifra.1.8.13,343508,343543,ref-mek.7.16.1.1,ref-mek.7.16.1.9,1696,1732,ref-sifra.1.8.4,ref-sifra.1.8.13,וכי יתן איש אל רעהו חמור או שור שה ,כי יתן איש אל רעהו חמור או שור או שה ,9,10,20,20.0,691,691.0,0.10810810810810811,0.1428571428571429,3040000541
ref-mek.7.16.1.30-ref-mek.7.16.1.52,ref-sifra.1.8.9-ref-sifra.1.8.18,343633,343728,ref-mek.7.16.1.30,ref-mek.7.16.1.52,1715,1756,ref-sifra.1.8.9,ref-sifra.1.8.18,חמור או שור או שה פרט וכל בהמה לשמור כלל,חמור או שור או שה פרט וכל בהמה לשמור כלל,20,10,21,21.0,692,692.0,0.0,0.0,3040000542
ref-mek.7.16.1.77-ref-mek.7.16.1.107,ref-sifra.1.8.9-ref-sifra.1.9.3,343835,343976,ref-mek.7.16.1.77,ref-mek.7.16.1.107,1715,1808,ref-sifra.1.8.9,ref-sifra.1.9.3,חמור או שור או שה לחייב על זה בפני עצמו ועל זה בפני עצמו ומה תלמוד לומר כל בהמה אלא בא הכתוב ללמדך שכל כלל שהוא מוסיף על הכלל הכל בכללו ,חמור או שור או שה פרט וכל בהמה לשמור כלל פרט וכלל' נעשה כלל מוסף על הפרט מכלל ופרט וכלל ,31,20,23,20.0,694,694.0,0.5882352941176471,0.6086956521739131,3040000543
ref-mek.7.16.2.69-ref-mek.7.16.2.96,ref-sifra.1.4.7-ref-sifra.1.4.22,344927,345063,ref-mek.7.16.2.69,ref-mek.7.16.2.96,916,989,ref-sifra.1.4.7,ref-sifra.1.4.22,אם לא שלח ידו במלאכת רעהו ונא' בשומ' שכר אם לא שלח ידו במלאכת רעהו מה,אם לא שלח ידו במלאכת רעהו ונא' בשומ' שכר אם לא שלח ידו במלאכת רעהו מה,9,7,13,13.0,695,695.0,0.0,0.0,3040000544
ref-mek.7.16.5.40-ref-mek.7.16.5.50,ref-sifra.2.7-00.5.14-ref-sifra.2.7-00.5.24,346915,346970,ref-mek.7.16.5.40,ref-mek.7.16.5.50,40882,40941,ref-sifra.2.7-00.5.14,ref-sifra.2.7-00.5.24,ונאמר להלן מיתה מה מיתה האמורה להלן שבויה בכלל אף כאן ,ונאמר להלן מליקה מה מליקה האמורה להלן ממול העורף אף כאן ,11,11,76,73.0,711,697.0,0.21428571428571427,0.5454545454545454,3040000545
ref-mek.7.16.5.40-ref-mek.7.16.5.49,ref-sifra.2.9-00.12.14-ref-sifra.2.9-00.12.23,346915,346966,ref-mek.7.16.5.40,ref-mek.7.16.5.49,51056,51111,ref-sifra.2.9-00.12.14,ref-sifra.2.9-00.12.23,ונאמר להלן מיתה מה מיתה האמורה להלן שבויה בכלל אף ,ונאמר להלן אזכרה' מה אזכרה' האמורה להלן מלא הקומץ אף ,10,10,81,80.0,699,697.0,0.3584905660377358,0.6,3040000546
ref-mek.7.16.5.41-ref-mek.7.16.5.50,ref-sifra.2.11-13.8.73-ref-sifra.2.11-13.8.81,346922,346970,ref-mek.7.16.5.41,ref-mek.7.16.5.50,59915,59962,ref-sifra.2.11-13.8.73,ref-sifra.2.11-13.8.81,להלן מיתה מה מיתה האמורה להלן שבויה בכלל אף כאן ,להלן בקמצו מה הרמה' אמורה להלן בקומצו אף כאן ,10,9,86,86.0,720,697.0,0.3958333333333333,0.5555555555555556,3040000547
